指定生產線,訂單號,客戶簡碼,款號型体,款號名稱,颜色,款号代码,订单号,下單日期,客戶要求交期,訂單數量,加產數量,總數量,排程时间,"预计出成品
日期",已出口的数量,"未出口
数量"
,VS2502043,SPG,SPG200K14A0,黑色BLACK,14寸工具袋,B000057500199,20250301,2025/2/28,2025/3/30,2,0,2,2025.03.01,2025/5/2,2,0
,VS2503001,SAM,SAM100B17.3A0,黑色/槍色,"17.3""背包(NU ROAD)",140499-T522,NA01291090,2025/3/18,2025/7/4,500,1,501,2025.03.5,2025/6/9,501,0
,VS2503001,SAM,SAM100T19B0,深藍色/槍色,"19""四輪登機箱(NU ROAD)",140504-9551,NA01291090,2025/3/18,2025/7/4,500,1,501,2025.03.12,2025/6/3,501,0
,VS2503002,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,27613,2025/3/6,2025/6/5,6972,0,6972,2025.03.12,2025/5/26,6972,0
,VS2503002,SPG,SPG210K05F0,晨霧藍EARLY FOG,手提包C0,B000055540499,27613,2025/3/6,2025/6/5,3612,0,3612,2025.03.12,2025/6/4,3612,0
,VS2503002,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,27613,2025/3/6,2025/6/5,8232,0,8232,2025.03.12,2025/5/29,8232,0
,VS2503002,SPG,SPG210K8A0,黑色,手提午餐袋C0（常規）,B000054300199,27613,2025/3/6,2025/6/5,4192,0,4192,2025.03.12,2025/6/10,4192,0
,VS2503002,SPG,SPG210K5T0,棕色 CARHARTT BROWN,女士生活用品袋C0（常規）,B000051221199,27613,2025/3/6,2025/6/5,2040,0,2040,2025.03.12,2025/6/4,2040,0
,VS2503002,SPG,SPG210K05R0,工業紅INDUSTRY RED,手提包C0,B000055560299,27613,2025/3/6,2025/6/5,3066,0,3066,2025.03.12,2025/6/6,3066,0
,VS2503003,SPG,SPG210K05R0,工業紅INDUSTRY RED,手提包C0,B000055560299,27684,2025/3/20,2025/6/25,1596,0,1596,2025.03.22,2025/6/8,1596,0
,VS2503003,SPG,SPG210K161A0,黑色BLACK,汽車雜物袋C0（常規）,B000055600199,27684,2025/3/20,2025/6/25,2004,0,2004,2025.03.22,2025/6/14,2004,0
,VS2503003,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,27684,2025/3/20,2025/6/25,2016,0,2016,2025.03.22,2025/6/9,2016,0
,VS2503003,SPG,SPG210K5T0,棕色 CARHARTT BROWN,女士生活用品袋C0（常規）,B000051221199,27684,2025/3/20,2025/6/25,2040,0,2040,2025.03.22,2025/6/19,2040,0
,VS2503003,SPG,SPG210K8A0,黑色,手提午餐袋C0（常規）,B000054300199,27684,2025/3/20,2025/6/25,3168,0,3168,2025.03.22,2025/6/16,3168,0
,VS2503003,SPG,SPG210K131A0,BLACK 黑色,工具袋,B000052100199,27684,2025/3/20,2025/6/25,1020,0,1020,2025.03.22,2025/6/19,1020,0
,VS2503003,SPG,SPG210K181T0,棕色 CARHARTT BROWN,18寸工具袋含底盤C0（常規）,B000052021199,27684,2025/3/20,2025/6/25,2004,0,2004,2025.03.22,2025/5/31,2004,0
,VS2503003,SPG,SPG210K8T0,棕色 CARHARTT BROWN,手提午餐袋C0（常規）,B000054321199,27684,2025/3/20,2025/6/25,2528,0,2528,2025.03.22,2025/6/20,2528,0
,VS2503004,SPG,SPG171B10A0,BLACK黑色,12罐冰袋,B000054600199,27684,2025/3/20,2025/6/25,4764,0,4764,2025.03.22,2025/6/14,4764,0
,VS2503005,CAU,CIT014C14G0,灰色/G0,24罐無拉鏈冰袋,10001065,BLK-SL006068D,2025/3/20,2025/6/30,5000,5,5005,2025.03.22,2025/5/27,5005,0
,VS2503006,SID,SID010K5.5A0,BLACK / 黑色,"5.5""卡片袋(帶雞眼）",7743-1080-BLA,PO#105301,2025/3/24,2025/5/12,3500,5,3505,2025.03.24,板房,3505,0
,VS2503007,STA,STA010T21.5Z2,Z2/蝴蝶紫愛心,"21.5""四輪拉桿箱-3D愛心",VC3825-003ST,TSHS-2024-037,2025/3/24,2025/7/5,800,10,810,2025.03.26,2025/5/28,810,0
,VS2503007,STA,STA011T21.5Z5,Z5/陽光海岸,21.5''四輪拉桿箱-陽光海岸,VC3825-002ST,TSHS-2024-037,2025/3/24,2025/7/5,500,9,509,2025.03.26,2025/5/28,509,0
,VS2503007,STA,STA011T21.5Z4,Z4/麥块小怪,21.5''四輪拉桿箱-麦块小怪,VC3825-001ST,TSHS-2024-037,2025/3/24,2025/7/5,500,10,510,2025.03.26,2025/5/28,510,0
,VS2503007,STA,STA010D17Z1,Z1/蝴蝶紫愛心,"17""旅行袋-3D愛心",VC4433-003ST,TSHS-2024-037,2025/3/24,2025/7/5,450,9,459,2025.03.26,2025/5/27,459,0
,VS2503007,STA,STA010D17Z3,Z3/雲朵藍,"17""旅行袋-雲朵藍",VC4433-004ST,TSHS-2024-037,2025/3/24,2025/7/5,400,10,410,2025.03.26,2025/5/27,410,0
,VS2503007,STA,STA011D17Z2,Z2/麥塊小怪,"17""旅行袋-麥塊小怪",VC4433-002ST,TSHS-2024-037,2025/3/24,2025/7/5,350,10,360,2025.03.26,2025/5/27,360,0
,VS2503008,CAU,CIW029C8Z0,Z0/水彩蝴蝶印花,"8""方形午餐袋",10005653,SL006979~SL006981,2025/3/26,2025/5/28,30720,5,30725,2025.03.28,2025/5/19,30725,0
,VS2503010,SPG,SPG200K20G0,灰色,20寸潛水裝備袋,B000056503999,27695,2025/3/26,2025/6/25,3264,0,3264,2025.03.28,2025/6/14,3264,0
,VS2503011,SPG,SPG200K14T0,棕色 CARHARTT BROWN,14寸工具袋,B000057521199,27696,2025/3/26,2025/6/25,7656,0,7656,2025.03.28,2025/6/14,7656,0
,VS2503012,SPG,SPG200K12T0,棕色CARHARTT BROWN,可收纳旅行袋,B000056421199,27694,2025/3/27,2025/6/27,2070,0,2070,2025.03.28,2025/6/19,2070,0
,VS2503013,TLP,TLP130B17.5L0,FIELD GREEN/田野綠,"17.5"" 小号電腦背包",430240606,TLP130試產訂單,2025/3/28,2025/6/8,5,1,6,2025.04.02,板房,6,0
,VS2503013,TLP,TLP130B18L0,FIELD GREEN/田野綠,"18"" 中号電腦背包",430240006,TLP130試產訂單,2025/3/28,2025/6/8,5,1,6,2025.04.02,板房,6,0
,VS2503013,TLP,TLP130B18.5L0,FIELD GREEN/田野綠,"18.5"" 大號電腦背包",430245806,TLP130試產訂單,2025/3/28,2025/6/8,5,1,6,2025.04.02,板房,6,0
,VS2503014,TLP,TLP130B17.5L0,FIELD GREEN/田野綠,"17.5"" 小号電腦背包",430240606,TLP130大貨訂單,2025/3/28,2025/7/31,500,1,501,2025.04.02,2025/6/20,501,0
,VS2503014,TLP,TLP130B18L0,FIELD GREEN/田野綠,"18"" 中号電腦背包",430240006,TLP130大貨訂單,2025/3/28,2025/7/31,500,1,501,2025.04.02,2025/6/18,501,0
,VS2503014,TLP,TLP130B18.5L0,FIELD GREEN/田野綠,"18.5"" 大號電腦背包",430245806,TLP130大貨訂單,2025/3/28,2025/7/31,800,1,801,2025.04.02,2025/6/7,801,0
,VS2504001,VIC,VIC170-2B17A0,BLACK黑色,背包1（肩帶尾調節方式改同VIC150）,602151,307273,2025/4/1,2025/6/29,2000,0,2000,2025.04.02,2025/6/5,2000,0
,VS2504001,VIC,VIC170-2B20A0,BLACK黑色,旅行背包（肩帶尾調節方式改同VIC150）,602155,307273,2025/4/1,2025/6/29,1000,0,1000,2025.04.02,2025/5/28,1000,0
,VS2504002,SPG,SPG210K131A0,BLACK 黑色,工具袋,B000052100199,27740,2025/4/2,2025/7/2,1020,0,1020,2025.04.05,2025/6/8,1020,0
,VS2504002,SPG,SPG210K8A0,黑色,手提午餐袋C0（常規）,B000054300199,27740,2025/4/2,2025/7/2,7120,0,7120,2025.04.05,2025/5/29,7120,0
,VS2504002,SPG,SPG210K8T0,棕色 CARHARTT BROWN,手提午餐袋C0（常規）,B000054321199,27740,2025/4/2,2025/7/2,2512,0,2512,2025.04.05,2025/6/8,2512,0
,VS2504002,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,27740,2025/4/2,2025/7/2,2016,0,2016,2025.04.05,2025/6/10,2016,0
,VS2504002,SPG,SPG210K05F0,晨霧藍EARLY FOG,手提包C0,B000055540499,27740,2025/4/2,2025/7/2,1596,0,1596,2025.04.05,2025/6/12,1596,0
,VS2504002,SPG,SPG210K05R0,工業紅INDUSTRY RED,手提包C0,B000055560299,27740,2025/4/2,2025/7/2,1134,0,1134,2025.04.05,2025/6/13,1134,0
,VS2504003,VIC,VIC170-2B20A0,BLACK黑色,旅行背包（肩帶尾調節方式改同VIC150）,602155,307273,2025/4/6,2025/6/4,2,0,2,2025.04.12,2025/5/28,2,0
,VS2504004,SPG,SPG210K05F0,晨霧藍EARLY FOG,手提包C0,B000055540499,27740,2025/4/9,2025/7/2,924,0,924,2025.04.12,2025/6/14,924,0
,VS2504005,CAU,CIC016C40Z1,Z1/岩石黑18-0201TPG,COSTCO 2025 40罐塑料盖子折疊冰袋,10006081,SL006991,2025/4/15,2025/7/23,1680,5,1685,2025.04.18,2025/6/13,1685,0
,VS2504005,CAU,CIC016C40Z2,Z2/藻綠色19-0220TPG,COSTCO 2025 40罐塑料盖子折疊冰袋,10006081,SL006991,2025/4/15,2025/7/23,1344,5,1349,2025.04.18,2025/6/15,1349,0
,VS2504006,CAU,CIC015C21Z05,Z05/黑色,"COSTCO 2024 16""手提冰袋",10005104,BLK_SL006992,2025/4/17,2025/8/31,5040,5,5045,2025.04.20,2025/6/11,5045,0
,VS2504006,CAU,CIC015C21Z07,Z07/PR2258灰色印花,"COSTCO 2024 16""手提冰袋",10005104,BLK_SL006992,2025/4/17,2025/8/31,4200,5,4205,2025.04.20,2025/6/11,4205,0
,VS2504006,CAU,CIC015C21Z16,Z07/PR2258灰色印花,"COSTCO 2024 16""手提冰袋",10005104,BLK_SL006992,2025/4/17,2025/8/31,3360,5,3365,2025.04.20,2025/6/11,3365,0
,VS2504007,SPG,SPG210K162T0,棕色CARHARTT BROWN,16寸工具袋C0（常規）,B000051821199,27831,2025/4/18,2025/6/13,1206,0,1206,2025.04.20,2025/6/14,1206,0
,VS2504008,SPG,SPG210K162A0,黑色BLACK,16寸工具袋C0（常規）,B000051800199,27832,2025/4/18,2025/6/13,1062,0,1062,2025.04.20,2025/6/16,1062,0
,VS2504009,SPG,SPG210K11T0,棕色 CARHARTT BROWN,"25""多功能旅行袋C0（常規）",B000049921199,27839,2025/4/18,2025/7/3,2008,0,2008,2025.04.20,2025/6/18,2008,0
,VS2504009,SPG,SPG210K05F0,晨霧藍EARLY FOG,手提包C0,B000055540499,27839,2025/4/18,2025/7/3,2520,0,2520,2025.04.20,2025/6/22,2520,0
,VS2504009,SPG,SPG210K05R0,工業紅INDUSTRY RED,手提包C0,B000055560299,27839,2025/4/18,2025/7/3,2520,0,2520,2025.04.20,2025/6/24,2520,0
,VS2504010,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,27934,2025/4/24,2025/6/28,7686,0,7686,2025.05.13,2025/6/26,7686,0
,VS2504010,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,27934,2025/4/24,2025/6/28,8526,0,8526,2025.05.13,2025/6/29,8526,0
,VS2504011,VIC,VIC175T151A0,黑色,高級版拉桿電腦袋(漢莎航空）,612682,306183,2025/4/24,2025/8/2,500,0,500,2025.05.13,2025/7/15,500,0
,VS2504012,SPG,SPG200K20T0,CARHARTT BROWN 棕色,20寸潛水裝備袋,B000056521199,27975,2025/4/29,2025/7/30,2016,0,2016,2025.05.13,2025/6/20,2016,0
,VS2504012,SPG,SPG200K20G0,灰色,20寸潛水裝備袋,B000056503999,27975,2025/4/29,2025/7/30,2016,0,2016,2025.05.13,2025/6/20,2016,0
,VS2504013,SPG,SPG200K151N0,深藍色NAVY,高級午餐冰袋（LEEDS）,B000057140199,27976,2025/4/29,2025/7/30,2016,0,2016,2025.05.13,2025/6/21,2016,0
,VS2504013,SPG,SPG200K151T0, 棕色(CARHARTT BROWN),高級午餐冰袋（LEEDS）,B000057121199,27976,2025/4/29,2025/7/30,2052,0,2052,2025.05.13,2025/6/21,2052,0
,VS2504014,SPG,SPG200K11A0,黑色BLACK,工具手提包,B000057400199,27977,2025/4/29,2025/7/30,2016,0,2016,2025.05.13,2025/6/18,2016,0
,VS2504015,SPG,SPG210K05G0,石板綠GREEN SLATE,手提包C0,B000055531099,27963,2025/4/29,2025/7/13,6,0,6,2025.05.13,样本,6,0
,VS2504016,SPG,SPG210K05G0,石板綠GREEN SLATE,手提包C0,B000055531099,27964,2025/4/29,2025/7/13,1,0,1,2025.05.13,样本,1,0
,VS2504017,SPG,SPG210K05G0,石板綠GREEN SLATE,手提包C0,B000055531099,27965,2025/4/29,2025/6/6,2,5,7,2025.05.13,样本,7,0
,VS2504018,SPG,SPG210K05G0,石板綠GREEN SLATE,手提包C0,B000055531099,27967,2025/4/29,2025/7/13,5,0,5,2025.05.13,样本,5,0
,VS2504019,CAU,CIW029C8Z0,Z0/水彩蝴蝶印花,"8""方形午餐袋",10005653,SL007005,2025/4/29,2025/6/30,10240,5,10245,2025.05.13,2025/6/5,10245,0
,VS2504020,SAM,SAM230T21A0,BLACK黑色,21''兩輪拖輪袋,154259-1041,NA01309517,2025/4/29,2025/10/27,400,1,401,2025/5/13,2025/7/14,401,0
,VS2504020,SAM,SAM230T21BI,BRUSHED INDIGO靛藍色,21''兩輪拖輪袋,154259-D260,NA01309517,2025/4/29,2025/10/27,500,1,501,2025/5/13,2025/7/14,501,0
,VS2504020,SAM,SAM230T21G0,HEATHERED GRAPHITE石墨黑,21''兩輪拖輪袋,154259-D636,NA01309517,2025/4/29,2025/10/27,500,1,501,2025/5/13,2025/7/14,501,0
,VS2504020,SAM,SAM230T29A0,BLACK黑色,29''兩輪拖輪袋,154261-1041,NA01309517,2025/4/29,2025/10/27,300,1,301,2025/5/13,2025/7/8,301,0
,VS2504021,SAM,SAM230T21A0,BLACK黑色,21''兩輪拖輪袋,154259-1041,NA01309517,2025/4/29,2025/10/27,100,0,100,2025/5/13,2025/7/14,100,0
,VS2504021,SAM,SAM230T29A0,BLACK黑色,29''兩輪拖輪袋,154261-1041,NA01309517,2025/4/29,2025/10/27,200,0,200,2025/5/13,2025/7/8,200,0
,VS2504022,VIC,VIC261T26.5A0,黑色,26寸中號四輪拉桿箱全球版,612420,308490,2025/4/29,2025/8/10,500,0,500,2025/5/13,2025/7/25,500,0
,VS2504023,VIC,VIC170-2B17A0,BLACK黑色,背包1（肩帶尾調節方式改同VIC150）,602151,308490,2025/4/29,2025/8/10,1000,0,1000,2025/5/13,2025/7/1,1000,0
,VS2505001,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,27983,2025/5/4,2025/7/31,2016,0,2016,2025.05.13,2025/7/4,2016,0
,VS2505001,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,27983,2025/5/4,2025/7/31,2016,0,2016,2025.05.13,2025/7/4,2016,0
,VS2505002,SPG,SPG171B10A0,BLACK黑色,12罐冰袋,B000054600199,27983,2025/5/4,2025/7/31,6180,0,6180,2025.05.13,2025/7/6,6180,0
,VS2505003,PAM,PAM010K9Z0,Z0/印花,9”鉛筆袋,538520,PO#4150,2025/5/5,2025/6/26,8064,24,8088,2025.05.13,2025/6/10,8088,0
,VS2505003,PAM,PAM010K9Z1,Z1/橫紋,9”鉛筆袋,538520,PO#4150,2025/5/5,2025/6/26,8064,24,8088,2025.05.13,2025/6/10,8088,0
,VS2505004,CAU,CIC015C21Z05,Z05/黑色,"COSTCO 2024 16""手提冰袋",10006084,SL007006/007,2025/5/6,2025/8/31,2016,5,2021,2025/5/13,2025/6/30,2021,0
,VS2505004,CAU,CIC015C21Z07,Z07/PR2258灰色印花,"COSTCO 2024 16""手提冰袋",10006084,SL007006/007,2025/5/6,2025/8/31,1680,5,1685,2025/5/13,2025/6/30,1685,0
,VS2505004,CAU,CIC015C21Z16,Z16/藏藍19-4111TPG,"COSTCO 2024 16""手提冰袋",10006084,SL007006/007,2025/5/6,2025/8/31,1344,5,1349,2025/5/13,2025/6/30,1349,0
,VS2505005,CAU,CIC015C09Z5,Z5/黑色,"10""EVA壓膜午餐袋",10006083,SL007004,2025/5/7,2025/8/24,1320,5,1325,2025/5/13,2025/7/16,1325,0
,VS2505005,CAU,CIC015C09Z7,Z7/深藍19-4042TPG,"10""EVA壓膜午餐袋",10006083,SL007004,2025/5/7,2025/8/24,1000,5,1005,2025/5/13,2025/7/16,1005,0
,VS2505005,CAU,CIC015C09Z8,Z8/石灰色15-4305TPG,"10""EVA壓膜午餐袋",10006083,SL007004,2025/5/7,2025/8/24,880,5,885,2025/5/13,2025/7/16,885,0
,VS2505006,VIC,VIC261T26.5A0,黑色,26寸中號四輪拉桿箱全球版,612420,308490,2025/5/9,2025/7/17,4,0,4,2025.05.13,样本,4,0
,VS2505007,STA,STA013B15.5P1,香草蝴蝶結印刷,15.5''雙肩背包,VC-4647-1,PO#2200,2025/5/11,2025/7/19,2008,0,2008,2025/5/13,2025/7/9,2008,0
,VS2505007,STA,STA013B15.5P2,粉色蝴蝶结印花,15.5''雙肩背包,VC-4767-2,PO#2200,2025/5/11,2025/7/19,808,0,808,2025/5/13,2025/7/9,808,0
,VS2505007,STA,STA013T21.5P1,PINK/粉色,"21.5""四輪拉桿箱",VC-3825,PO#2200,2025/5/11,2025/7/19,708,0,708,2025/5/13,2025/7/12,708,0
,VS2505007,STA,STA013D17.5Y1,粉色蝴蝶結印刷,"17.5""旅行袋",VC-4767,PO#2200,2025/5/11,2025/7/19,508,0,508,2025/5/13,2025/7/8,508,0
,VS2505008,SPG,SPG171B10G0,GRAVEL灰色,12罐冰袋,B000054603999,28025,2025/5/13,2025/8/13,300,0,300,2025/5/15,2025/8/4,300,0
,VS2505009,SPG,SPG210K161A0,黑色BLACK,汽車雜物袋C0（常規）,B000055600199,28026,2025/5/13,2025/8/13,2004,0,2004,2025/5/15,2025/7/26,2004,0
,VS2505009,SPG,SPG210K05F0,晨霧藍EARLY FOG,手提包C0,B000055540499,28026,2025/5/13,2025/8/13,2016,0,2016,2025/5/15,2025/7/31,2016,0
,VS2505009,SPG,SPG210K05R0,工業紅INDUSTRY RED,手提包C0,B000055560299,28026,2025/5/13,2025/8/13,2016,0,2016,2025/5/15,2025/7/31,2016,0
,VS2505010,SPG,SPG171B10G0,GRAVEL灰色,12罐冰袋,B000054603999,28026,2025/5/13,2025/8/13,576,0,576,2025/5/15,2025/8/4,576,0
,VS2505011,FLD,FLD010D15N0,NAVY BLUE /海藍色,15”旅行袋,305,PO#250513,2025/5/13,2025/7/29,2600,5,2605,2025/5/15,2025/7/19,2605,0
,VS2505011,FLD,FLD010D15A0,BLACK/黑色,15”旅行袋,8,PO#250513,2025/5/13,2025/7/29,3600,5,3605,2025/5/15,2025/7/19,3605,0
,VS2505011,FLD,FLD010D15T0,BEIGE/卡其色,15”旅行袋,343,PO#250513,2025/5/13,2025/7/29,1400,5,1405,2025/5/15,2025/7/19,1405,0
,VS2505011,FLD,FLD010D15R0,RED/紅色,15”旅行袋,329,PO#250513,2025/5/13,2025/7/29,1200,5,1205,2025/5/15,2025/7/19,1205,0
,VS2505011,FLD,FLD010D15P0,PURPLE/紫色,15”旅行袋,336,PO#250513,2025/5/13,2025/7/29,1500,5,1505,2025/5/15,2025/7/19,1505,0
,VS2505011,FLD,FLD010D15L0,TEAL/湖綠,15”旅行袋,312,PO#250513,2025/5/13,2025/7/29,1800,5,1805,2025/5/15,2025/7/19,1805,0
,VS2505012,CAU,CIS021C01Z03,Z03/CSI 205684-藏藍,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,TBD,2025/5/14,2025/8/27,72240,5,72245,2025/5/15,2025/7/16,72245,0
,VS2505012,CAU,CIS021C01Z04,Z04/CSI 2032726-淡紅,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,TBD,2025/5/14,2025/8/27,65016,5,65021,2025/5/15,2025/7/16,65021,0
,VS2505012,CAU,CIS021C01Z07,Z07/米白+深綠,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,TBD,2025/5/14,2025/8/27,57792,5,57797,2025/5/15,2025/7/16,57797,0
,VS2505012,CAU,CIS021C01Z09,Z09/米白+酒紅,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,TBD,2025/5/14,2025/8/27,57792,5,57797,2025/5/15,2025/7/16,57797,0
,VS2505013,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,28074,2025/5/15,2025/8/27,2862,0,2862,2025/5/16,2025/8/6,2862,0
,VS2505014,SPG,SPG200K20T0,CARHARTT BROWN 棕色,20寸潛水裝備袋,B000056521199,28075,2025/5/15,2025/8/27,2280,0,2280,2025/5/16,2025/8/11,2280,0
,VS2505015,SPG,SPG210K05F0,晨霧藍EARLY FOG,手提包C0,B000055540499,28026,2025/5/19,2025/8/13,504,0,504,2025/5/20,2025/8/2,504,0
,VS2505015,SPG,SPG210K05R0,工業紅INDUSTRY RED,手提包C0,B000055560299,28026,2025/5/19,2025/8/13,504,0,504,2025/5/20,2025/8/2,504,0
,VS2505016,VIC,VIC261T21.5A0,黑色,22寸四輪拉桿箱全球版,612418,524,2025/5/23,2025/8/23,100,0,100,2025/5/27,2025/7/24,100,0
,VS2505016,VIC,VIC261T26.5A0,黑色,26寸中號四輪拉桿箱全球版,612420,524,2025/5/23,2025/8/23,50,1,51,2025/5/27,2025/7/22,51,0
,VS2505016,VIC,VIC261T29.5A0,黑色,29寸大號四輪拉桿箱全球版,612421,524,2025/5/23,2025/8/23,50,0,50,2025/5/27,2025/7/23,50,0
,VS2505017,CAU,CIS021C01Z03,Z03/CSI 205684-藏藍,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,BLK_SL007014,2025/5/26,2025/7/22,10080,5,10085,2025.05.27,2025/7/18,10085,0
,VS2505017,CAU,CIS021C01Z04,Z04/CSI 2032726-淡紅,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,BLK_SL007014,2025/5/26,2025/7/22,9072,5,9077,2025.05.27,2025/7/18,9077,0
,VS2505017,CAU,CIS021C01Z07,Z07/米白+深綠,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,BLK_SL007014,2025/5/26,2025/7/22,8064,5,8069,2025.05.27,2025/7/18,8069,0
,VS2505017,CAU,CIS021C01Z09,Z09/米白+酒紅,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,BLK_SL007014,2025/5/26,2025/7/22,8064,5,8069,2025.05.27,2025/7/18,8069,0
,VS2505018,VIC,VIC170-2B17A0,BLACK黑色,背包1（肩帶尾調節方式改同VIC150）,602151,309559,2025/5/26,2025/8/27,1000,0,1000,2025/5/27,2025/7/22,1000,0
,VS2505018,VIC,VIC170-2B18A0,BLACK黑色,背包5（肩帶尾調節方式改同VIC150）,602153,309559,2025/5/26,2025/8/27,1000,0,1000,2025/5/27,2025/8/8,1000,0
,VS2505018,VIC,VIC170-2B18-1A0,BLACK黑色,背包6（肩帶尾改成同VIC150）,602154,309559,2025/5/26,2025/8/27,1000,0,1000,2025/5/27,2025/7/30,1000,0
,VS2505018,VIC,VIC170-2B20A0,BLACK黑色,旅行背包（肩帶尾調節方式改同VIC150）,602155,309559,2025/5/26,2025/8/27,1000,0,1000,2025/5/27,2025/8/12,1000,0
,VS2505018,VIC,VIC170B15AA0,BLACK 黑色,15寸背包,612253,309559,2025/5/26,2025/8/27,1000,0,1000,2025/5/27,2025/8/18,1000,0
,VS2505019,VIC,VIC261T21.5A0,黑色,22寸四輪拉桿箱全球版,612418,309560,2025/5/26,2025/9/16,500,0,500,2025/5/27,2025/8/12,500,0
,VS2505019,VIC,VIC261D19A0,黑色,19寸登機旅行袋全球版,612423,309560,2025/5/26,2025/9/16,500,0,500,2025/5/27,2025/8/12,500,0
,VS2505020,VIC,VIC170-2B18-1A0,BLACK黑色,背包6（肩帶尾改成同VIC150）,602154,309559,2025/5/27,2025/7/27,2,0,2,2025.05.29,样品,2,0
,VS2505021,VIC,VIC261T21.5A0,黑色,22寸四輪拉桿箱全球版,612418,309560,2025/5/27,2025/8/16,4,0,4,2025.05.29,样品,4,0
,VS2505022,CAU,CIS021C01Z03,Z03/CSI 205684-藏藍,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,BLK_SL006236F,2025/5/28,2025/8/27,72240,5,72245,2025/5/30,2025/8/10,72245,0
,VS2505022,CAU,CIS021C01Z04,Z04/CSI 2032726-淡紅,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,BLK_SL006236F,2025/5/28,2025/8/27,65016,5,65021,2025/5/30,2025/8/10,65021,0
,VS2505022,CAU,CIS021C01Z07,Z07/米白+深綠,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,BLK_SL006236F,2025/5/28,2025/8/27,57792,5,57797,2025/5/30,2025/8/10,57797,0
,VS2505022,CAU,CIS021C01Z09,Z09/米白+酒紅,"SAM'S 26""大購物袋-經典版 4087SU RC",2173SUP18001,BLK_SL006236F,2025/5/28,2025/8/27,57792,5,57797,2025/5/30,2025/8/10,57797,0
,VS2505023,SPG,SPG210K5L0,岩石綠GREENSTONE,女士生活用品袋C0,B000051231599,28213,2025/5/29,2025/8/19,2040,0,2040,2025/5/30,2025/8/12,2040,0
,VS2505023,SPG,SPG171B10A0,BLACK黑色,12罐冰袋,B000054600199,28213,2025/5/29,2025/8/19,2952,0,2952,2025/5/30,2025/8/12,2952,0
,VS2505024,CAU,CIW211C13B0,B0/霧藍色,24罐無拉鏈冰袋,10005502,BLK_SL006233A,2025/5/29,2025/7/19,7000,8,7008,2025/5/30,2025/7/9,7008,0
,VS2506002,TLP,TLP050T16A0,BLAKC/黑色,"16""兩輪拉桿電腦袋",3616-01,OB#13289,2025/6/13,2025/9/9,500,3,503,2025/6/14,2025/8/12,503,0
,VS2506003,TLP,TLP050T15A0,BLAKC/黑色,"15""兩輪拉桿電腦袋",3613-01,OB#13289,2025/6/13,2025/9/9,500,1,501,2025/6/14,2025/8/18,501,0
,VS2506003,TLP,TLP050T23A0,BLACK/黑色,"23""兩輪登機箱（伸縮）",3632-01,OB#13289,2025/6/13,2025/9/9,500,1,501,2025/6/14,2025/8/27,501,0
,VS2506003,TLP,TLP050K14A0,BLACK/黑色,"14""冰袋",3605-01,OB#13289,2025/6/13,2025/9/9,500,1,501,2025/6/14,2025/8/23,501,0
,VS2506004,TLP,TLP070T21A0,BLACK/黑色,"21""兩輪伸縮行李箱",407242201,OB#13288,2025/6/13,2025/9/9,300,1,301,2025/6/14,2025/9/6,301,0
,VS2506004,TLP,TLP070T25A0,BLACK/黑色,"25""四輪伸縮拉桿箱",407246501,OB#13288,2025/6/13,2025/9/9,300,1,301,2025/6/14,2025/8/16,301,0
,VS2506004,TLP,TLP070T21.5A0,BLACK/黑色,"21""四輪伸縮拉桿箱",407246101,OB#13288,2025/6/13,2025/9/19,750,1,751,2025/6/14,2025/8/28,751,0
,VS2506004,TLP,TLP070T21.5G0,TITANIUM GREY/鈦灰色,"21""四輪伸縮拉桿箱",407246105,OB#13288,2025/6/13,2025/9/19,300,1,301,2025/6/14,2025/9/4,301,0
,VS2506004,TLP,TLP070T28B0,PATRIOT BLUE/愛國者藍,"28""四輪伸縮拉桿箱",407246922,OB#13288,2025/6/13,2025/9/19,700,1,701,2025/6/14,2025/9/6,701,0
