訂單號,訂單序號,訂單版本,主鍵標示,客戶簡稱,客戶簡碼,款號,款號名稱,COLORWAY,客戶款號代碼,訂單數量,加產數量,客戶訂單號,款號尺寸,下單日期,客戶要求交期,建立日期,生效日期
VS2502027,2,1,VS2502027-2,CALIFORNIA INNOVATIONS,CAU,CIT014C14L0,24罐無拉鏈冰袋,淺湖綠色/L0,10001576,10000,5,BLK-SL006068C,,2025/2/19,2025/5/16,2025/2/19,2025/2/20
VS2502028,1,1,VS2502028-1,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,924,0,27505,,2025/2/20,2025/5/25,2025/2/20,2025/2/21
VS2502029,1,1,VS2502029-1,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,1050,0,27514,,2025/2/20,2025/5/25,2025/2/20,2025/2/21
VS2502030,1,1,VS2502030-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,7128,0,27516,,2025/2/20,2025/7/8,2025/2/20,2025/2/21
VS2502031,1,1,VS2502031-1,SPG,SPG,SPG200K11A0,工具手提包,黑色BLACK,B000057400199,2796,0,27522,,2025/2/20,2025/7/8,2025/2/20,2025/2/21
VS2502032,1,1,VS2502032-1,SPG,SPG,SPG200K16T0,冰袋背包（SANMAR),棕色CARHARTT BROWN,B000056821199,2376,0,27523,,2025/2/20,2025/7/8,2025/2/20,2025/2/21
VS2502033,1,1,VS2502033-1,SPG,SPG,SPG200K14T0,14寸工具袋,棕色 CARHARTT BROWN,B000057521199,2160,0,27524,,2025/2/20,2025/7/8,2025/2/20,2025/2/21
VS2502034,1,1,VS2502034-1,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,5112,0,27525,,2025/2/20,2025/7/8,2025/2/20,2025/2/21
VS2502035,1,1,VS2502035-1,SPG,SPG,SPG200K20T0,20寸潛水裝備袋,CARHARTT BROWN 棕色,B000056521199,3396,0,27526,,2025/2/20,2025/7/8,2025/2/20,2025/2/21
VS2502036,1,1,VS2502036-1,SPG,SPG,SPG200K30T0,SANMAR 30寸裝備袋, 棕色CARHARTT BROWN,B000056621199,2000,0,27527,,2025/2/20,2025/7/8,2025/2/20,2025/2/21
VS2502037,1,1,VS2502037-1,SPG,SPG,SPG210K8A0,手提午餐袋C0（常規）,黑色,B000054300199,11840,0,27535,,2025/2/20,2025/6/2,2025/2/20,2025/2/21
VS2502037,2,1,VS2502037-2,SPG,SPG,SPG210K8T0,手提午餐袋C0（常規）,棕色 CARHARTT BROWN,B000054321199,10400,0,27535,,2025/2/20,2025/6/2,2025/2/20,2025/2/21
VS2502037,3,1,VS2502037-3,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,3486,0,27535,,2025/2/20,2025/6/2,2025/2/20,2025/2/21
VS2502037,4,2,VS2502037-4,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,2436,0,27535,,2025/2/20,2025/6/2,2025/2/20,2025/2/21
VS2502038,1,1,VS2502038-1,Samsonite,SAM,SAM100B17.3B0,"17.3""背包(NU ROAD)",深藍色/槍色,140499-9551,500,1,NA01281022,,2025/2/25,2025/6/18,2025/2/25,2025/2/25
VS2502038,2,1,VS2502038-2,Samsonite,SAM,SAM100T19A0,"19""四輪登機箱(NU ROAD)",黑色/槍色,140504-T522,500,1,NA01281022,,2025/2/25,2025/6/18,2025/2/25,2025/2/25
VS2502038,3,1,VS2502038-3,Samsonite,SAM,SAM101T19A1,19''四輪登機箱(NU ROAD),黑色/玫瑰金,140555-T062,500,1,NA01281022,,2025/2/25,2025/6/18,2025/2/25,2025/2/25
VS2502039,1,1,VS2502039-1,WIP,WIP,WIP010K16T0,兩用冰袋,HAMILTON BROWN 漢密爾顿棕色,I034760,41,6,20250228,,2025/2/28,2025/5/13,2025/2/28,2025/3/1
VS2502040,1,1,VS2502040-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2,0,27392,,2025/2/28,2025/4/14,2025/2/28,2025/3/1
VS2502041,1,1,VS2502041-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,4,0,27431,,2025/2/28,2025/5/8,2025/2/28,2025/3/1
VS2502041,2,1,VS2502041-2,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,4,0,27431,,2025/2/28,2025/5/8,2025/2/28,2025/3/1
VS2502042,1,1,VS2502042-1,STATE,STA,STA010B17B,17''雙肩背包,藍色(BLUE),VC4900×CP,4800,15,PO# 2193,,2025/2/28,2025/5/5,2025/2/28,2025/2/28
VS2502043,1,1,VS2502043-1,SPG,SPG,SPG200K14A0,14寸工具袋,黑色BLACK,B000057500199,2,0,20250301,,2025/3/1,2025/3/31,2025/3/1,2025/3/3
VS2503001,1,1,VS2503001-1,Samsonite,SAM,SAM100B17.3A0,"17.3""背包(NU ROAD)",黑色/槍色,140499-T522,500,1,NA01291090,,2025/3/18,2025/7/4 下午 11:00:00,2025/3/19,2025/3/20
VS2503001,2,1,VS2503001-2,Samsonite,SAM,SAM100T19B0,"19""四輪登機箱(NU ROAD)",深藍色/槍色,140504-9551,500,1,NA01291090,,2025/3/18,2025/7/4 下午 11:00:00,2025/3/19,2025/3/20
VS2503002,1,1,VS2503002-1,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,6972,0,27613,,2025/3/6,2025/6/5 下午 11:00:00,2025/3/7,2025/3/7
VS2503002,2,1,VS2503002-2,SPG,SPG,SPG210K05F0,手提包C0,晨霧藍EARLY FOG,B000055540499,3612,0,27613,,2025/3/6,2025/6/5 下午 11:00:00,2025/3/7,2025/3/7
VS2503002,3,1,VS2503002-3,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,8232,0,27613,,2025/3/6,2025/6/5 下午 11:00:00,2025/3/7,2025/3/7
VS2503002,4,1,VS2503002-4,SPG,SPG,SPG210K8A0,手提午餐袋C0（常規）,黑色,B000054300199,4192,0,27613,,2025/3/6,2025/6/5 下午 11:00:00,2025/3/7,2025/3/7
VS2503002,5,1,VS2503002-5,SPG,SPG,SPG210K5T0,女士生活用品袋C0（常規）,棕色 CARHARTT BROWN,B000051221199,2040,0,27613,,2025/3/6,2025/6/5 下午 11:00:00,2025/3/7,2025/3/7
VS2503002,6,1,VS2503002-6,SPG,SPG,SPG210K05R0,手提包C0,工業紅INDUSTRY RED,B000055560299,3066,0,27613,,2025/3/6,2025/6/5 下午 11:00:00,2025/3/7,2025/3/7
VS2503003,1,1,VS2503003-1,SPG,SPG,SPG210K05R0,手提包C0,工業紅INDUSTRY RED,B000055560299,1596,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503003,2,1,VS2503003-2,SPG,SPG,SPG210K161A0,汽車雜物袋C0（常規）,黑色BLACK,B000055600199,2004,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503003,3,1,VS2503003-3,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,2016,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503003,4,1,VS2503003-4,SPG,SPG,SPG210K5T0,女士生活用品袋C0（常規）,棕色 CARHARTT BROWN,B000051221199,2040,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503003,5,1,VS2503003-5,SPG,SPG,SPG210K8A0,手提午餐袋C0（常規）,黑色,B000054300199,3168,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503003,6,1,VS2503003-6,SPG,SPG,SPG210K131A0,工具袋,BLACK 黑色,B000052100199,1020,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503003,7,1,VS2503003-7,SPG,SPG,SPG210K181T0,18寸工具袋含底盤C0（常規）,棕色 CARHARTT BROWN,B000052021199,2004,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503003,8,1,VS2503003-8,SPG,SPG,SPG210K8T0,手提午餐袋C0（常規）,棕色 CARHARTT BROWN,B000054321199,2528,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503004,1,1,VS2503004-1,SPG,SPG,SPG171B10A0,12罐冰袋,BLACK黑色,B000054600199,4764,0,27684,,2025/3/20,2025/6/25 下午 11:00:00,2025/3/21,2025/3/22
VS2503005,1,1,VS2503005-1,CALIFORNIA INNOVATIONS,CAU,CIT014C14G0,24罐無拉鏈冰袋,灰色/G0,10001065,5000,5,BLK-SL006068D,,2025/3/20,2025/6/30 下午 11:00:00,2025/3/21,2025/3/22
VS2503006,1,1,VS2503006-1,SID,SID,SID010K5.5A0,"5.5""卡片袋(帶雞眼）",BLACK / 黑色,7743-1080-BLA,3500,5,PO#105301,,2025/3/24,2025/5/12 下午 11:00:00,2025/3/25,2025/3/26
VS2503007,1,1,VS2503007-1,STATE,STA,STA010T21.5Z2,"21.5""四輪拉桿箱-3D愛心",Z2/蝴蝶紫愛心,VC3825-003ST,800,10,TSHS-2024-037,,2025/3/24,2025/6/19 下午 11:00:00,2025/3/25,2025/3/27
VS2503007,2,1,VS2503007-2,STATE,STA,STA011T21.5Z5,21.5''四輪拉桿箱-陽光海岸,Z5/陽光海岸,VC3825-002ST,500,9,TSHS-2024-037,,2025/3/24,2025/6/19 下午 11:00:00,2025/3/25,2025/3/27
VS2503007,3,1,VS2503007-3,STATE,STA,STA011T21.5Z4,21.5''四輪拉桿箱-麦块小怪,Z4/麥块小怪,VC3825-001ST,500,10,TSHS-2024-037,,2025/3/24,2025/6/19 下午 11:00:00,2025/3/25,2025/3/27
VS2503007,4,1,VS2503007-4,STATE,STA,STA010D17Z1,"17""旅行袋-3D愛心",Z1/蝴蝶紫愛心,VC4433-003ST,450,9,TSHS-2024-037,,2025/3/24,2025/6/19 下午 11:00:00,2025/3/25,2025/3/27
VS2503007,5,1,VS2503007-5,STATE,STA,STA010D17Z3,"17""旅行袋-雲朵藍",Z3/雲朵藍,VC4433-004ST,400,10,TSHS-2024-037,,2025/3/24,2025/6/19 下午 11:00:00,2025/3/25,2025/3/27
VS2503007,6,1,VS2503007-6,STATE,STA,STA011D17Z2,"17""旅行袋-麥塊小怪",Z2/麥塊小怪,VC4433-002ST,350,10,TSHS-2024-037,,2025/3/24,2025/6/19 下午 11:00:00,2025/3/25,2025/3/27
VS2503008,1,1,VS2503008-1,CALIFORNIA INNOVATIONS,CAU,CIW029C8Z0,"8""方形午餐袋",Z0/水彩蝴蝶印花,10005653,30720,5,SL006979~SL006981,,2025/3/26,2025/5/28 下午 11:00:00,2025/3/27,2025/3/27
VS2503010,1,1,VS2503010-1,SPG,SPG,SPG200K20G0,20寸潛水裝備袋,灰色,B000056503999,3264,0,27695,,2025/3/26,2025/6/25 下午 11:00:00,2025/3/27,2025/3/27
VS2503011,1,1,VS2503011-1,SPG,SPG,SPG200K14T0,14寸工具袋,棕色 CARHARTT BROWN,B000057521199,7656,0,27696,,2025/3/26,2025/6/25 下午 11:00:00,2025/3/27,2025/3/27
VS2503012,1,1,VS2503012-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2070,0,27694,,2025/3/27,2025/6/27 下午 11:00:00,2025/3/28,2025/3/28
VS2503013,1,1,VS2503013-1,Travelpro,TLP,TLP130B17.5L0,"17.5"" 小号電腦背包",FIELD GREEN/田野綠,430240606,5,1,TLP130試產訂單,,2025/3/28,2025/6/8 下午 11:00:00,2025/3/29,2025/4/1
VS2503013,2,1,VS2503013-2,Travelpro,TLP,TLP130B18L0,"18"" 中号電腦背包",FIELD GREEN/田野綠,430240006,5,1,TLP130試產訂單,,2025/3/28,2025/6/8 下午 11:00:00,2025/3/29,2025/4/1
VS2503013,3,1,VS2503013-3,Travelpro,TLP,TLP130B18.5L0,"18.5"" 大號電腦背包",FIELD GREEN/田野綠,430245806,5,1,TLP130試產訂單,,2025/3/28,2025/6/8 下午 11:00:00,2025/3/29,2025/4/1
VS2503014,1,3,VS2503014-1,Travelpro,TLP,TLP130B17.5L0,"17.5"" 小号電腦背包",FIELD GREEN/田野綠,430240606,500,1,TLP130大貨訂單,,2025/3/28,2024/6/24 下午 11:00:00,2025/3/29,2025/4/1
VS2503014,2,3,VS2503014-2,Travelpro,TLP,TLP130B18L0,"18"" 中号電腦背包",FIELD GREEN/田野綠,430240006,500,1,TLP130大貨訂單,,2025/3/28,2024/6/24 下午 11:00:00,2025/3/29,2025/4/1
VS2503014,3,3,VS2503014-3,Travelpro,TLP,TLP130B18.5L0,"18.5"" 大號電腦背包",FIELD GREEN/田野綠,430245806,800,1,TLP130大貨訂單,,2025/3/28,2024/6/24 下午 11:00:00,2025/3/29,2025/4/1
VS2504001,1,1,VS2504001-1,Victorinox Swiss Army,VIC,VIC170-2B17A0,背包1（肩帶尾調節方式改同VIC150）,BLACK黑色,602151,2000,0,307273,,2025/4/1,2025/6/29 下午 11:00:00,2025/4/2,2025/4/2
VS2504001,2,1,VS2504001-2,Victorinox Swiss Army,VIC,VIC170-2B20A0,旅行背包（肩帶尾調節方式改同VIC150）,BLACK黑色,602155,1000,0,307273,,2025/4/1,2025/6/29 下午 11:00:00,2025/4/2,2025/4/2
VS2504002,1,1,VS2504002-1,SPG,SPG,SPG210K131A0,工具袋,BLACK 黑色,B000052100199,1020,0,27740,,2025/4/2,2025/7/2 下午 11:00:00,2025/4/3,2025/4/3
VS2504002,2,1,VS2504002-2,SPG,SPG,SPG210K8A0,手提午餐袋C0（常規）,黑色,B000054300199,7120,0,27740,,2025/4/2,2025/7/2 下午 11:00:00,2025/4/3,2025/4/3
VS2504002,3,1,VS2504002-3,SPG,SPG,SPG210K8T0,手提午餐袋C0（常規）,棕色 CARHARTT BROWN,B000054321199,2512,0,27740,,2025/4/2,2025/7/2 下午 11:00:00,2025/4/3,2025/4/3
VS2504002,4,1,VS2504002-4,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,2016,0,27740,,2025/4/2,2025/7/2 下午 11:00:00,2025/4/3,2025/4/3
VS2504002,5,1,VS2504002-5,SPG,SPG,SPG210K05F0,手提包C0,晨霧藍EARLY FOG,B000055540499,1596,0,27740,,2025/4/2,2025/7/2 下午 11:00:00,2025/4/3,2025/4/3
VS2504002,6,1,VS2504002-6,SPG,SPG,SPG210K05R0,手提包C0,工業紅INDUSTRY RED,B000055560299,1134,0,27740,,2025/4/2,2025/7/2 下午 11:00:00,2025/4/3,2025/4/3
VS2504003,1,1,VS2504003-1,Victorinox Swiss Army,VIC,VIC170-2B20A0,旅行背包（肩帶尾調節方式改同VIC150）,BLACK黑色,602155,2,0,307273,,2025/4/6,2025/6/4 下午 11:00:00,2025/4/7,2025/4/7
VS2504004,1,1,VS2504004-1,SPG,SPG,SPG210K05F0,手提包C0,晨霧藍EARLY FOG,B000055540499,924,0,27740,,2025/4/9,2025/7/2 下午 11:00:00,2025/4/10,2025/4/10
VS2504005,1,1,VS2504005-1,CALIFORNIA INNOVATIONS,CAU,CIC016C40Z1,COSTCO 2025 40罐塑料盖子折疊冰袋,Z1/岩石黑18-0201TPG,10006081,1680,5,SL006991,,2025/4/15,2025/7/23 下午 11:00:00,2025/4/16,2025/4/16
VS2504005,2,1,VS2504005-2,CALIFORNIA INNOVATIONS,CAU,CIC016C40Z2,COSTCO 2025 40罐塑料盖子折疊冰袋,Z2/藻綠色19-0220TPG,10006081,1344,5,SL006991,,2025/4/15,2025/7/23 下午 11:00:00,2025/4/16,2025/4/16
VS2504006,1,1,VS2504006-1,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z05,"COSTCO 2024 16""手提冰袋",Z05/黑色,10005104,5040,5,BLK_SL006992,,2025/4/17,2025/8/31 下午 11:00:00,2025/4/18,2025/4/18
VS2504006,2,1,VS2504006-2,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z07,"COSTCO 2024 16""手提冰袋",Z07/PR2258灰色印花,10005104,4200,5,BLK_SL006992,,2025/4/17,2025/8/31 下午 11:00:00,2025/4/18,2025/4/18
VS2504006,3,1,VS2504006-3,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z16,"COSTCO 2024 16""手提冰袋",Z16/藏藍19-4111TPG,10005104,3360,5,BLK_SL006992,,2025/4/17,2025/8/31 下午 11:00:00,2025/4/18,2025/4/18
VS2504007,1,1,VS2504007-1,SPG,SPG,SPG210K162T0,16寸工具袋C0（常規）,棕色CARHARTT BROWN,B000051821199,1206,0,27831,,2025/4/18,2025/6/13 下午 11:00:00,2025/4/19,2025/4/19
VS2504008,1,1,VS2504008-1,SPG,SPG,SPG210K162A0,16寸工具袋C0（常規）,黑色BLACK,B000051800199,1062,0,27832,,2025/4/18,2025/6/13 下午 11:00:00,2025/4/19,2025/4/19
VS2504009,1,1,VS2504009-1,SPG,SPG,SPG210K11T0,"25""多功能旅行袋C0（常規）",棕色 CARHARTT BROWN,B000049921199,2008,0,27839,,2025/4/18,2025/7/3 下午 11:00:00,2025/4/19,2025/4/19
VS2504009,2,1,VS2504009-2,SPG,SPG,SPG210K05F0,手提包C0,晨霧藍EARLY FOG,B000055540499,2520,0,27839,,2025/4/18,2025/7/3 下午 11:00:00,2025/4/19,2025/4/19
VS2504009,3,1,VS2504009-3,SPG,SPG,SPG210K05R0,手提包C0,工業紅INDUSTRY RED,B000055560299,2520,0,27839,,2025/4/18,2025/7/3 下午 11:00:00,2025/4/19,2025/4/19
VS2504010,1,1,VS2504010-1,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,7686,0,27934,,2025/4/24,2025/6/28 下午 11:00:00,2025/4/25,2025/4/25
VS2504010,2,1,VS2504010-2,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,8526,0,27934,,2025/4/24,2025/6/28 下午 11:00:00,2025/4/25,2025/4/25
VS2504011,1,1,VS2504011-1,Victorinox Swiss Army,VIC,VIC175T151A0,高級版拉桿電腦袋(漢莎航空）,黑色,612682,500,0,306183,,2025/4/24,2025/8/2 下午 11:00:00,2025/4/25,2025/4/26
VS2504012,1,1,VS2504012-1,SPG,SPG,SPG200K20T0,20寸潛水裝備袋,CARHARTT BROWN 棕色,B000056521199,2016,0,27975,,2025/4/29,2025/7/30 下午 11:00:00,2025/4/30,2025/4/30
VS2504012,2,1,VS2504012-2,SPG,SPG,SPG200K20G0,20寸潛水裝備袋,灰色,B000056503999,2016,0,27975,,2025/4/29,2025/7/30 下午 11:00:00,2025/4/30,2025/4/30
VS2504013,1,1,VS2504013-1,SPG,SPG,SPG200K151N0,高級午餐冰袋（LEEDS）,深藍色NAVY,B000057140199,2016,0,27976,,2025/4/29,2025/7/30 下午 11:00:00,2025/4/30,2025/4/30
VS2504013,2,1,VS2504013-2,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,2052,0,27976,,2025/4/29,2025/7/30 下午 11:00:00,2025/4/30,2025/4/30
VS2504014,1,1,VS2504014-1,SPG,SPG,SPG200K11A0,工具手提包,黑色BLACK,B000057400199,2016,0,27977,,2025/4/29,2025/7/30 下午 11:00:00,2025/4/30,2025/4/30
VS2504015,1,1,VS2504015-1,SPG,SPG,SPG210K05G0,手提包C0,石板綠GREEN SLATE,B000055531099,6,0,27963,,2025/4/29,2025/7/13 下午 11:00:00,2025/4/30,2025/4/30
VS2504016,1,1,VS2504016-1,SPG,SPG,SPG210K05G0,手提包C0,石板綠GREEN SLATE,B000055531099,1,0,27964,,2025/4/29,2025/7/13 下午 11:00:00,2025/4/30,2025/4/30
VS2504017,1,1,VS2504017-1,SPG,SPG,SPG210K05G0,手提包C0,石板綠GREEN SLATE,B000055531099,2,5,27965,,2025/4/29,2025/6/6 下午 11:00:00,2025/4/30,2025/4/30
VS2504018,1,1,VS2504018-1,SPG,SPG,SPG210K05G0,手提包C0,石板綠GREEN SLATE,B000055531099,5,0,27967,,2025/4/29,2025/7/13 下午 11:00:00,2025/4/30,2025/4/30
VS2504019,1,1,VS2504019-1,CALIFORNIA INNOVATIONS,CAU,CIW029C8Z0,"8""方形午餐袋",Z0/水彩蝴蝶印花,10005653,10240,5,SL007005,,2025/4/29,2025/6/30 下午 11:00:00,2025/4/30,2025/4/30
VS2504020,1,1,VS2504020-1,Samsonite,SAM,SAM230T21A0,21''兩輪拖輪袋,BLACK黑色,154259-1041,400,1,NA01309517,,2025/4/29,2025/8/24 下午 11:00:00,2025/4/30,2025/4/30
VS2504020,2,1,VS2504020-2,Samsonite,SAM,SAM230T21BI,21''兩輪拖輪袋,BRUSHED INDIGO靛藍色,154259-D260,500,1,NA01309517,,2025/4/29,2025/8/24 下午 11:00:00,2025/4/30,2025/4/30
VS2504020,3,1,VS2504020-3,Samsonite,SAM,SAM230T21G0,21''兩輪拖輪袋,HEATHERED GRAPHITE石墨黑,154259-D636,500,1,NA01309517,,2025/4/29,2025/8/24 下午 11:00:00,2025/4/30,2025/4/30
VS2504020,4,1,VS2504020-4,Samsonite,SAM,SAM230T29A0,29''兩輪拖輪袋,BLACK黑色,154261-1041,300,1,NA01309517,,2025/4/29,2025/8/24 下午 11:00:00,2025/4/30,2025/4/30
VS2504021,1,1,VS2504021-1,Samsonite,SAM,SAM230T21A0,21''兩輪拖輪袋,BLACK黑色,154259-1041,100,0,NA01309517,,2025/4/29,2025/9/25 下午 11:00:00,2025/4/30,2025/4/30
VS2504021,2,1,VS2504021-2,Samsonite,SAM,SAM230T29A0,29''兩輪拖輪袋,BLACK黑色,154261-1041,200,0,NA01309517,,2025/4/29,2025/9/25 下午 11:00:00,2025/4/30,2025/4/30
VS2504022,1,1,VS2504022-1,Victorinox Swiss Army,VIC,VIC261T26.5A0,26寸中號四輪拉桿箱全球版,黑色,612420,500,0,308490,,2025/4/29,2025/8/10 下午 11:00:00,2025/4/30,2025/4/30
VS2504023,1,1,VS2504023-1,Victorinox Swiss Army,VIC,VIC170-2B17A0,背包1（肩帶尾調節方式改同VIC150）,BLACK黑色,602151,1000,0,308490,,2025/4/29,2025/8/10 下午 11:00:00,2025/4/30,2025/4/30
VS2505001,1,1,VS2505001-1,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,2016,0,27983,,2025/5/4,2025/7/31 下午 11:00:00,2025/5/5,2025/5/5
VS2505001,2,1,VS2505001-2,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,2016,0,27983,,2025/5/4,2025/7/31 下午 11:00:00,2025/5/5,2025/5/5
VS2505002,1,1,VS2505002-1,SPG,SPG,SPG171B10A0,12罐冰袋,BLACK黑色,B000054600199,6180,0,27983,,2025/5/4,2025/7/31 下午 11:00:00,2025/5/5,2025/5/5
VS2505003,1,1,VS2505003-1,PAMSON,PAM,PAM010K9Z0,9”鉛筆袋,Z0/印花,538520,8064,24,PO#4150,,2025/5/5,2025/6/26 下午 11:00:00,2025/5/6,2025/5/6
VS2505003,2,1,VS2505003-2,PAMSON,PAM,PAM010K9Z1,9”鉛筆袋,Z1/橫紋,538520,8064,24,PO#4150,,2025/5/5,2025/6/26 下午 11:00:00,2025/5/6,2025/5/6
VS2505004,1,1,VS2505004-1,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z05,"COSTCO 2024 16""手提冰袋",Z05/黑色,10006084,2016,5,SL007006/007,,2025/5/6,2025/8/31 下午 11:00:00,2025/5/7,2025/5/7
VS2505004,2,1,VS2505004-2,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z07,"COSTCO 2024 16""手提冰袋",Z07/PR2258灰色印花,10006084,1680,5,SL007006/007,,2025/5/6,2025/8/31 下午 11:00:00,2025/5/7,2025/5/7
VS2505004,3,1,VS2505004-3,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z16,"COSTCO 2024 16""手提冰袋",Z16/藏藍19-4111TPG,10006084,1344,5,SL007006/007,,2025/5/6,2025/8/31 下午 11:00:00,2025/5/7,2025/5/7
VS2505005,1,1,VS2505005-1,CALIFORNIA INNOVATIONS,CAU,CIC015C09Z5,"10""EVA壓膜午餐袋",Z5/黑色,10006083,1320,5,SL007004,,2025/5/7,2025/8/24 下午 11:00:00,2025/5/8,2025/5/8
VS2505005,2,1,VS2505005-2,CALIFORNIA INNOVATIONS,CAU,CIC015C09Z7,"10""EVA壓膜午餐袋",Z7/深藍19-4042TPG,10006083,1000,5,SL007004,,2025/5/7,2025/8/24 下午 11:00:00,2025/5/8,2025/5/8
VS2505005,3,1,VS2505005-3,CALIFORNIA INNOVATIONS,CAU,CIC015C09Z8,"10""EVA壓膜午餐袋",Z8/石灰色15-4305TPG,10006083,880,5,SL007004,,2025/5/7,2025/8/24 下午 11:00:00,2025/5/8,2025/5/8
VS2505006,1,1,VS2505006-1,Victorinox Swiss Army,VIC,VIC261T26.5A0,26寸中號四輪拉桿箱全球版,黑色,612420,4,0,308490,,2025/5/9,2025/7/17 下午 11:00:00,2025/5/10,2025/5/10
VS2505007,1,7,VS2505007-1,STATE,STA,STA013B15.5P1,15.5''雙肩背包,香草蝴蝶結印刷,VC-4647-1,2005,3,PO#2200,,2025/5/11,2025/7/19 下午 11:00:00,2025/5/12,2025/5/12
VS2505007,2,7,VS2505007-2,STATE,STA,STA013B15.5P2,15.5''雙肩背包,粉色蝴蝶结印花,VC-4647-2,805,3,PO#2200,,2025/5/11,2025/7/19 下午 11:00:00,2025/5/12,2025/5/12
VS2505007,3,7,VS2505007-3,STATE,STA,STA013T21.5P1,"21.5""四輪拉桿箱",PINK/粉色,VC-3825,705,3,PO#2200,,2025/5/11,2025/7/19 下午 11:00:00,2025/5/12,2025/5/12
VS2505007,4,7,VS2505007-4,STATE,STA,STA013D17.5Y1,"17.5""旅行袋",粉色蝴蝶結印刷,VC-4767,505,3,PO#2200,,2025/5/11,2025/7/19 下午 11:00:00,2025/5/12,2025/5/12
VS2505008,1,1,VS2505008-1,SPG,SPG,SPG171B10G0,12罐冰袋,GRAVEL灰色,B000054603999,300,0,28025,,2025/5/13,2025/8/13 下午 11:00:00,2025/5/14,2025/5/14
VS2505009,1,1,VS2505009-1,SPG,SPG,SPG210K161A0,汽車雜物袋C0（常規）,黑色BLACK,B000055600199,2004,0,28026,,2025/5/13,2025/8/13 下午 11:00:00,2025/5/14,2025/5/14
VS2505009,3,1,VS2505009-3,SPG,SPG,SPG210K05F0,手提包C0,晨霧藍EARLY FOG,B000055540499,2016,0,28026,,2025/5/13,2025/8/13 下午 11:00:00,2025/5/14,2025/5/14
VS2505009,4,1,VS2505009-4,SPG,SPG,SPG210K05R0,手提包C0,工業紅INDUSTRY RED,B000055560299,2016,0,28026,,2025/5/13,2025/8/13 下午 11:00:00,2025/5/14,2025/5/14
VS2505010,1,1,VS2505010-1,SPG,SPG,SPG171B10G0,12罐冰袋,GRAVEL灰色,B000054603999,576,0,28026,,2025/5/13,2025/8/13 下午 11:00:00,2025/5/14,2025/5/14
VS2505011,1,3,VS2505011-1,the foldie,FLD,FLD010D15N0,15”旅行袋,NAVY BLUE /海藍色,N-FOLDIE-2-NAVYBLUE,2600,5,PO#250513,,2025/5/13,2025/7/29 下午 11:00:00,2025/5/14,2025/5/14
VS2505011,2,4,VS2505011-2,the foldie,FLD,FLD010D15A0,15”旅行袋,BLACK/黑色,N-FOLDIE-1-BLACK,3600,5,PO#250513,,2025/5/13,2025/7/29 下午 11:00:00,2025/5/14,2025/5/14
