訂單編號,產品別,規格,鍍層碼,厚度mm,寬度mm,用途碼,業務需求備註
2504EFE025/008,PPGL,A792SSGR80,AZ50,0.361,1038,COG001,"*取消訂單*
PE PAINT WITH 15-YEAR WARRANTY"
2504EFE025/010,PPGL,A792SSGR80,AZ50,0.361,1038,COG001,"*取消訂單*
PE PAINT WITH 15-YEAR WARRANTY"
2504EFE025/011,PPGL,A792SSGR80,AZ50,0.361,1038,COG001,"*取消訂單*
PE PAINT WITH 15-YEAR WARRANTY"
2503DFD062/001,PPGL,CGLCC-10,AZ100,0.376,914,COR004,"1.下限生產
2.指定鋼捲"
2505EFE003/001,PPGL,A792MSSGR550,AZM150,0.47,1219,COA001,TO 原料: 生產投入時請挑選較大顆鋼捲
2505EFE017/001,,,,,,,"TO 原料 / 技術 / 生管:
1.  毛邊限制：最大0.05mm。
2.  寬度公差: -0/+5mm (Aim +0/-0.2mm)。
3.  表面請勿沾染灰塵及髒汙，無壓力痕等其他表面不良情形。
4.  請以兩條皮帶繫固，兩顆鋼捲包裝一起
。5.  解捲方向：逆時針方向。
6.  每顆鋼捲需標註鋼捲號碼及重量。
7.  其餘條件請請比照先前訂單。"
2503EFE064/004,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
FLATNESS : AIMING 1.9~1.95 LB/FT"
2503DFD079/001,PPGI,A653MSSGR550,Z180,0.52,914,CIA008,"2025/03/26 修改背標
C817 改為 C062"
2504EFE031/009,PPGL,A792SSGR80,AZ50,0.508,1092,COG003,2025/03/18: 客戶下錯單，色碼從SWH68換成SWH36
2503EFE064/001,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
FLATNESS : AIMING 1.9~1.95 LB/FT"
2503EFE064/002,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
FLATNESS : AIMING 1.9~1.95 LB/FT"
2503EFE064/005,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
FLATNESS : AIMING 1.9~1.95 LB/FT"
2503DFD028/003,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"2025/4/10:新增此項次

1.目標寬度912~914mm
2.單捲限重2.8-3.2噸，最後一顆可不依限重。"
2505EFE010/002,PPGL,A792SSGR80,AZ50,0.467,1092,COG003,2025/06/19* 修改測試*
2503DFD073/001,PPSUS,CSUS304-20,-,0.36,914,CIA008,1.限重4~4.9噸，最後一顆可不依限重。
2504EFE046/001,PPGL,A792SSGR80,AZ50,0.485,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性Y.S & T.S MAX 100KSI，
  請比照151EFE047 OR 154EFE069，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，
  煩請比照以上兩張訂單選購原料與生產。"
2503DCD004/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887投入，請勿投產。
2503DFD067/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,"1.限重4.5~4.9噸，最後一顆可不依限重。
2.0.42mm比重aiming0.87kg/尺"
2505DFD001/001,PPGI,CGCC-10,Z12,0.556,870,CIC005,"1. 此單為松下洗衣機外殼-內銷機種,包裝方式請更改為D7
2. 客戶有特殊機械性質要求，請原料投入1002B材質
3. 此單生產時請知會R&D 吳昭瑢處長。"
2503DFD067/002,PPGL,CGLCC-20,AZ150,0.52,914,CIA008,"1.限重4.5~4.9噸，最後一顆可不依限重。
2.0.52mm比重aiming1.07~1.08kg/尺"
2503DFD067/003,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,"1.限重4.5~4.9噸，最後一顆可不依限重。
2.0.42mm比重aiming0.87kg/尺"
2503DCD004/004,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887投入，請勿投產。
2503DFD080/001,PPGL,A792MSSGR550,AZM100,0.42,914,CIA008,"2025/03/26 修改背標
C818 改為 C062"
2505EFE009/003,PPGL,A792SSGR80,AZ50,0.467,1092,COG003,2025/06/19* 修改測試*
2503DMD043/002,,,,,,,1.限重4~4.6噸
2503DCD008/005,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2503DFD074/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2505EFE009/002,PPGL,A792SSGR80,AZ50,0.467,1092,COG003,2025/06/19* 修改測試*
2505EFE003/002,PPGL,A792MSSGR550,AZM150,0.47,1219,COA001,TO 原料: 生產投入時請挑選較大顆鋼捲
2504DFD062/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,"2025/4/21:修改套筒為R

1.限重4~4.9噸，最後一顆可不依限重。"
2504DFD068/001,PPGL,CGLC400-30,AZ150,0.576,911,CIA008,"案名：城西案隔間工程
1.限重4.1~4.5噸，請平均分4切
2.HR請盡量挑選16.8~17.5噸
3.目標寬度911~916mm"
2506EFE006/004,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2506EFE007/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""PE 30Y BY PAINT SUPPLIER"""
2503DFD070/001,PPGL,CGLC340-30,AZ150,0.52,914,CIA008,"**產出數量須""30T足""。"
2504DFD003/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,煩請於3月底前產出，感謝!!
2503DMD043/004,,,,,,,1.限重4~4.6噸
2504DFD080/005,PPGL,CGLC400-32,AZ170,0.55,1219,CIA008,"2025/06/02 Revised
1.煩請品證備註欄上註明：(1)底材符合CNS1237規範
                                           (2)高耐候PVDF產品
2025/05/09 Revised
1.新增項次5，訂單同項次3，總量控制在32~36噸。"
2511DFD070/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,"2025/12/5Revised
改下DCD訂單
改成1噸，以示作廢。

2025/12/4Revised
1.更改厚度0.36→0.46。

1.限重4~4.9，若有限種問請與業務聯絡。"
2511DFD070/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,"2025/12/5Revised
改下DCD訂單
改成1噸，以示作廢。

2025/12/4Revised
1.更改厚度0.36→0.46。

1.限重4~4.9，若有限種問請與業務聯絡。"
2512DFD017/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"1.請投3顆母鋼。
2.煩請挑大顆鋼捲投入生產。"
2505EFE003/006,PPGL,A792MSSGR550,AZM150,0.47,1219,COA001,TO 原料: 生產投入時請挑選較大顆鋼捲
2503DFD072/001,,,,,,,1.重新下訂更改訂單月份3月改4月。
2503DMD043/001,,,,,,,1.限重4~4.6噸
2503DMD043/003,,,,,,,1.限重4~4.6噸
2503DFD075/001,PPGL,A792MSSGR550,AZM250,0.6,1219,CHA081,"1. 此為台塑工程案用料。
2. 此單有指定熱軋，請冷軋技術課挑選符合此訂單的限制條件的熱軋鋼捲。
3. 台塑經確認對單位重量有要求，需至少大於4.5731kg/m2，經與台塑
    及華明確認，冷軋底材厚度設定為0.57mm，因此此單厚度變異設定
    為+5.6%；目前設定此厚度的比重約為4.7252kg/m2。
4. 此單請會簽至R&D，並於生產時知會吳昭瑢處長。"
2503DCD008/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2503DCD008/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2503DCD008/004,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2503DCD008/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2505DMD004/001,,,,,,,"2025/5/29Revised
1.項次1更改數量50噸→51噸。"
2503DFD074/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2503DFD074/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2503DFD074/004,PPSUS,CSUS304-20,-,0.46,914,CIA008,1.0.46mm比重aiming 0.95~0.97kg/尺
2505DFD028/001,PPGI,CGCC-10,Z12,0.78,910,CIC002,烤漆 正背面 PE_25um (LYF85)
2505EFE010/001,PPGL,A792SSGR80,AZ50,0.467,1092,COG003,2025/06/19* 修改測試*
2503DFD078/002,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,1.重新下訂更改訂單月份3月改4月。
2505EFE004/001,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2505EFE004/002,PPGL,A792SSGR80,AZ50,0.361,1038,COG007,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2505EFE004/003,PPGL,A792SSGR80,AZ50,0.361,1038,COG007,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2505EFE005/001,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2505EFE005/002,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2505EFE005/003,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,TO 技術:1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT
2505EFE006/001,PPGL,A792SSGR80,AZ50,0.47,1092,COG003,TO 技術:1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT
2505EFE006/002,PPGL,A792SSGR80,AZ50,0.47,1092,COG003,TO 技術:1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT
2505EFE006/003,PPGL,A792SSGR80,AZ50,0.47,1092,COG003,TO 技術:1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT
2505EFE008/001,PPGL,A792SSGR80,AZ50,0.493,1086,COG003,"TO 技術:
請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2505EFE006/004,PPGL,A792SSGR80,AZ50,0.47,1092,COG003,TO 技術:1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT
2505EFE006/005,PPGL,A792SSGR80,AZ50,0.47,1092,COG003,TO 技術:1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT
2505EFE008/002,PPGL,A792SSGR80,AZ50,0.493,1086,COG003,"TO 技術:
請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2505EFE008/003,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO 技術:
請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2505DFD002/001,PPSUS,CSUS430-20,-,0.6,870,CIC033,"1. 此單為泉盈交松下之不鏽鋼洗衣外殼訂單用料。
2. 此訂單非代工訂單，不鏽鋼原料為遠隆單面刷4號絲之底材。
3. 此單生產時請知會R&D吳昭瑢課長。
4.請原料雄偉課長盡速安排採購原料事宜。

修改鋼捲限重 由5.0 ~ 3.0  變更為 3.5 ~2.5"
2503DFD078/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,1.重新下訂更改訂單月份3月改4月。
2504EFE040/002,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2504DFD049/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,1.限重4~4.9噸，最後一顆可不依限重。
2504DFD049/002,PPGL,CGLC400-30,AZ150,0.52,1219,CIA008,"2025/4/11:修改寬度為1219mm

1.客戶有米數相近要求，
   請依鍍鋅產出後之母鋼長度平均分4切，
   若有疑問請聯絡MKT楊舜仁課長 。"
2504DFD050/004,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"1.限重2.8~3.2噸，最後一顆可不依限重。
2.目標寬度912~914mm"
2504DCD002/001,PPGL,CGLC400-20,AZ150,0.52,1219,CIA008,"單卷現重
請幫忙內改為:4~5噸"
2504EFE039/001,PPGL,A792SSGR50,AZ50,0.508,1099,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2510DFD020/002,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,1.限重4~4.9，最後一顆可不一限重
2504EFE038/001,PPGL,A792SSGR33,AZ50,0.711,1216,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2502DFD037/003,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"2025/8/22:
品證修改需求，請於品證備註：「正面漆為抗靜電塗料。」

2025/3/27:
補上色碼EY316/BW736

1.請先投入底材生產
2.限重3.5~4噸，最後一顆可不依限重。"
2505EFE020/001,PPGL,A792MSSGR550,AZM150,0.5,1219,COA001,"TO 原料: 
生產投入時請挑選較大顆鋼捲"
2503DFD047/003,PPGL,A792MCQ,AZM150,0.6,1217,COA001,"2025/3/26:新增此項次

案名:奇美相關案件用料
1.投入殘料鋼捲4081988/0003
2.限重4.5~5.5噸，依上限重分切，最後一顆可不依限重"
2502DFD064/002,PPGI,CGCD1-10,Z08,0.526,1216,CIR029,"114/03/20 Revised
新增此項次，數量20MT，訂單總數量不變"
2506EFE005/002,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2504DFD048/001,PPGL,CGLCC-20,AZ150,0.42,914,COA001,"客戶期望2025/04/21前交貨

修改接單業務，何家旺 --> 陳翰宇

修改背面標示，844 -->811"
2504DFD050/001,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"1.限重2.8~3.2噸，最後一顆可不依限重。
2.目標寬度912~914mm"
2504DFD050/002,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"1.限重2.8~3.2噸，最後一顆可不依限重。
2.目標寬度912~914mm"
2505EFE016/001,PPGL,A792SSGR80,AZ50,0.47,1092,COG013,"2025/08/07 取消訂單
TO技術處
1. NO FLUTING, NO COIL BREAK, NO EDGE WAVE, 
    NO CENTER BUCKLE ALLOWED
2. MAX 15 I-UNIT"
2505EFE036/001,PPGI,A653SSGR80,G90,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2505EFE021/001,PPGL,A792MSSGR550,AZM150,0.5,1219,COA001,TO原料: 請挑選較大顆的母鋼捲
2504EFE037/001,PPGI,A653SSGR80,G90,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2504EFE039/002,PPGL,A792SSGR50,AZ50,0.508,1099,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2504EFE039/003,PPGL,A792SSGR50,AZ50,0.508,1099,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2504EFE040/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2503AIX002/001,PPGL,A792SSGR33,AZ50,0.508,1225,COG007,=2504EOE001/001
2505EFE037/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2506EFE014/003,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
FLATNESS : AIMING 1.9~1.95 LB/FT"
2510DCD006/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2510DCD005/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2510DCD005/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2510DCD005/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2510DCD006/004,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2512DFD001/001,PPGI,CGCD1-10,Z12,0.756,762,CIC005,1. 此單生產時請知會R&D吳昭瑢處長
2511EFE009/001,PPGL,CGL400-10,AZ150,0.63,1000,COA001,"TO 原料 / 生管 : 
因裝櫃需求請投入一顆17.5噸以下的母鋼生產。"
2511EFE009/002,PPGL,CGL400-10,AZ150,0.63,1000,COA001,"TO 原料 / 生管 : 
因裝櫃需求請投入一顆17.5噸以下的母鋼生產。"
2505EFE021/002,PPGL,A792MSSGR550,AZM150,0.5,1219,COA001,TO原料: 請挑選較大顆的母鋼捲
2505EFE021/003,PPGL,A792MSSGR550,AZM150,0.5,1219,COA001,TO原料: 請挑選較大顆的母鋼捲
2503EFE066/001,PPGL,A792SSGR80,AZ50,0.361,1038,COG007,"TO技術處
1.Flatness requirement: aiming 10 I-Unit and 12 I-Unit guaranteed
2.Thickness requirement: -0+5% of ordered decimal thickness of MIN thickness."
2504DFD028/002,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2505EFD001/004,PPGL,A792MSSGR550,AZM150,0.5,914,COA001,"TO 技術:
1. COIL LENGTH ON MILL CERT.
2. SHOWING WHOLE ITEMS OF MECHANICHAL PROPERTY IS REQUIRED 

2025/03/28 *修改限重 2.5~5MT 請盡量切大顆*"
2505EFD002/001,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH 
3. BACK MARK:SYSCO ASTM PPGL-SMP THICKNESS BC AZM150 YS 275 N/MM2, DATE"
2505EFD002/002,PPGL,A792MSSGR275,AZM150,0.5,1220,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH 
3. BACK MARK:SYSCO ASTM PPGL-SMP THICKNESS BC AZM150 YS 275 N/MM2, DATE"
2504EFE047/001,PPGL,A792SSGR80,AZ50,0.485,1086,COG003,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性比照151EFE047 OR 154EFE069，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，  
  煩請比照以上兩張訂單選購原料與生產。"
2504DFD072/001,,,,,,,此單為資訊請求協助新增測試訂單，請勿投產!! 中文測試
2504DFD090/004,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,1.限重4~4.9噸，最後一顆可不依限重。
2506EFE042/004,PPGL,A792SSGR80,AZ50,0.483,1092,COG003,"TO 技術處:
THICKNESS - (AIM - 2%)"
2506EFE043/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處:
THICKNESS - (AIM - 2%)"
2504DMD030/011,,,,,,,2025/4/25: 數量修改為123噸
2504DMD030/001,,,,,,,2025/4/25: 數量修改為108噸
2504DMD030/002,,,,,,,2025/4/25: 數量修改為240噸
2504DMD030/012,,,,,,,2025/4/25: 數量修改為140噸
2504DMD030/015,,,,,,,2025/4/25: 數量修改為39噸
2504DFD072/002,,,,,,,此單為資訊請求協助新增測試訂單，請勿投產!!
2506EFE005/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2505EFE038/004,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2505DFD052/001,PPGL,CGLC400-30,AZ150,0.576,1192,CIA028,"1. HR請盡量挑選16~19噸
2. 鍍鋅產出後，聯絡MKT楊舜仁課長確認分切方式"
2503EFE066/002,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
1.Flatness requirement: aiming 10 I-Unit and 12 I-Unit guaranteed
2.Thickness requirement: -0+5% of ordered decimal thickness of MIN thickness."
2503EFE066/003,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
1.Flatness requirement: aiming 10 I-Unit and 12 I-Unit guaranteed
2.Thickness requirement: -0+5% of ordered decimal thickness of MIN thickness."
2503EFE066/004,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
1.Flatness requirement: aiming 10 I-Unit and 12 I-Unit guaranteed
2.Thickness requirement: -0+5% of ordered decimal thickness of MIN thickness."
2503EFE066/005,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
1.Flatness requirement: aiming 10 I-Unit and 12 I-Unit guaranteed
2.Thickness requirement: -0+5% of ordered decimal thickness of MIN thickness.
3.新色，SMP 40Y保固"
2504DFD025/001,PPGI,CGCC-10,Z12,1.2,1219,CIC034,"客戶:弘旭
1.母鋼分切2粒"
2504DFD028/001,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2504EFE042/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處: 
1.TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性Y.S & T.S MAX 100KSI，
  請比照151EFE047 OR 154EFE069，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，  
  煩請比照以上兩張訂單選購原料與生產。"
2504EFE043/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"TO 技術處: 
1.TOLERANCE AS PER 1/2 ASTM STANDARD。  
2.保固須依照FORMA STEEL 2022年保固書內容。  
3.客戶希望此批訂單機性與化性Y.S & T.S MAX 100KSI，
  請比照151EFE047 OR 154EFE069，
  主要考量BENDING盡量不能有CRACKING現象(不保證)，
  煩請比照以上兩張訂單選購原料與生產。"
