CONK,cust_num,cust_num_name,Trader,Trader_name,buyer_cust,buyer_cust_name,A6SNO,STAND,SPEC,GAOF,OGAG,OWID,ZINC,CTTY,A5ANNE,A1SPLY,A1MTRL,A1STHR,A1GAG,A1WID,A3GAG,A7SNO,COLOT,PGAOT,COLOB,PGABT,USAGE,DEC2,OPCD,DEC6,BORE,SLEEV,BMAK,PCOD,GRNTE,WLOW,WUP
2507DFD049/005,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06491,CNS,CGLC400-33,0,0.6,1219.0,AZ200,AC,S1,CSC,SAE1012,SAE1012,2.02,1230.0,0.549,FC2504Y4,FC2504,45,FC2184,25,CIA008,戶外壁板,ON006,無選配,508,R,C101,D2,-,3.0,4.5
2504EFE031/010,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03860,ASTM,A792SSGR80,0,0.508,1092.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.466,SBH784Y1,SBH784,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE061/001,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03889,ASTM,A792SSGR80,0,0.381,1038.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.01,1051.0,0.339,SBH4Y4Y4,SBH4Y4,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2502DFD066/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,FY3264Y3,FY3264,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,4.0,4.9
2504EFE014/007,US00153,CUNNINGHAM,US00401,"JFESHOJIAMERICA,LLC.",US00153,CUNNINGHAM,PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1102.0,0.428,SYQ9P4Y1,SYQ9P4,25,BW4CY2,12.5,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.95,4.53
2505DFD036/001,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,戶外壁板,508,R,C814,D2,-,3.0,5.0
2505DCD003/005,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PS00052,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1G3804Z2,1G3804,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2505DFD066/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00047,SYSCO,CSUS304-20,0,0.36,914.0,-,BC,S1,YU,SUS304,SUS304,0.36,914.0,0.36,1C4601Y2,1C4601,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,4.0,4.9
2504EFE013/002,PK00002,AAAVENTURESLIMITED,PK00002,AAAVENTURESLIMITED,BD00047,M&RTRADING,PL06126,ASTM,A792MSSGR550,-5.8,0.47,1219.0,AZM150,AC,H2,CSC,1008C,SAE1008,2.21,1229.0,0.403,SG7264Y1,SG7264,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C847,P7,-,3.0,4.5
2504EFE013/003,PK00002,AAAVENTURESLIMITED,PK00002,AAAVENTURESLIMITED,BD00047,M&RTRADING,PL06126,ASTM,A792MSSGR550,-5.8,0.47,1219.0,AZM150,AC,H2,CSC,1008C,SAE1008,2.21,1229.0,0.403,SR6287Y1,SR6287,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C847,P7,-,3.0,4.5
2503DFD031/005,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06251,SYSCO,CGLC-10,0,0.476,914.0,AZ070,BC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.481,7W7B84Y1,7W7B84,18,BW7362,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,無選配,508,E,C008,D4,-,3.8,4.5
2503DFD031/006,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06253,SYSCO,CGLC-10,0,0.426,1219.0,AZ070,BC,S1,CSC,1008C,SAE1008,2.21,1229.0,0.43,7W7B84Y1,7W7B84,18,BW7362,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,無選配,508,E,C008,D4,-,3.8,4.5
2503DFD032/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06216,CNS,CGLC400-10,0,0.476,1210.0,AZ70,BC,S1,CH,SAE1012,SAE1012,2.02,1230.0,0.481,LY1262Y1,LY1262,25,BW7362,NOM,CIA007,室內隔間,OL001,無選配,508,P,C008,S4,-,2.8,3.2
2502DFD067/003,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL06482,CNS,CGLC400-30,0,0.56,1219.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,1230.0,0.523,FB2064Y5,FB2064,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,4.0,5.0
2503DFD033/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06252,SYSCO,CGLC-10,0,0.476,1219.0,AZ070,BC,S1,CSC,1008C,SAE1008,2.21,1229.0,0.481,4W5B64Y1,4W5B64,NOM,BW7462,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,亞橋由廣告板正名冷藏展示櫃(非無毒),508,E,C008,D4,-,4.0,4.5
2503DFD033/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06382,SYSCO,CGLC-10,0,0.726,1224.0,AZ070,BC,S1,CSC,1008C,SAE1008,2.2,1260.0,0.733,4W5B64Y1,4W5B64,NOM,BW7462,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,亞橋由廣告板正名冷藏展示櫃(非無毒),610,E,C008,D4,-,5.0,8.0
2503DFD034/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05997,SYSCO,CGLC-10,-1,0.326,900.0,AZ070,BC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.326,4W5464Y2,4W5464,NOM,BY6862,NOM,COA007,廣告板,-,無選配,508,E,C008,D4,-,4.0,4.8
2503DFD034/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05952,SYSCO,CGLC-10,-1,0.326,1200.0,AZ070,BC,S1,CSC,1008C,SAE1008,2.01,1229.0,0.326,4W5464Y2,4W5464,NOM,BY6862,NOM,COA007,廣告板,-,無選配,508,E,C008,D4,-,4.0,4.8
2503DFD035/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL01338,SYSCO,CGLC-10,0,0.576,1219.0,AZ070,BC,S1,CSC,1008C,SAE1008,2.21,1229.0,0.582,6Y9A84Y1,6Y9A84,18,6Y9A84,18,COA007,廣告板,-,無選配,508,E,C008,D4,-,3.0,6.0
2503DFD035/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06472,SYSCO,CGLC-10,0,0.951,1219.0,AZ070,BC,S1,CSC,1008C,SAE1008,3.2,1229.0,0.961,6Y9A84Y1,6Y9A84,18,6Y9A84,18,COA007,廣告板,-,無選配,508,E,C008,D4,-,3.0,6.0
2503DFD036/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06250,SYSCO,CGL340-10,0,0.261,953.0,AZ070,BC,S1,CH,SAE1008,SAE1010,2.0,975.0,0.264,3W3A62Y1,3W3A62,NOM,BW7362,NOM,CIA019,複合板內襯,-,無選配,508,S,C008,D4,-,4.0,4.9
2503DFD037/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05662,CNS,CGLC400-10,0,0.476,912.0,AZ70,BC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.481,LY1562Y1,LY1562,25,BW7362,NOM,CIA007,室內隔間,OL001,無選配,508,P,C008,S4,-,3.0,4.0
2503DFD037/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05803,CNS,CGLC400-10,0,0.526,912.0,AZ100,BC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.531,LW6162M4,LW6162,25,BW7362,NOM,CIA007,室內隔間,OL001,無選配,508,P,C008,S4,-,2.7,3.2
2503EFE053/001,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL06476,ASTM,A792SSGR80,-1,0.483,1092.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.437,SBT7V4Y1,SBT7V4,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503DFD041/001,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,PL04302,SYSCO,CGLC-10,0,0.376,914.0,AZ100,AC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.351,1W0862L4,1W0862,NOM,BW7362,NOM,COR004,屋頂背板,-,無選配,508,N,C008,D4,-,3.0,5.0
2503DCD004/003,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,RYF892Z1,RYF892,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,S,C989,A3,-,3.0,5.0
2505EFE024/001,CA00022,BEHLENINDUSTRIES,JP00006,台灣伊藤忠丸紅鋼鐵貿易股份有限公司,CA00022,BEHLENINDUSTRIES,PL04242,ASTM,A792SSGR80,0,0.508,1099.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1110.0,0.466,SYS2Y4Y2,SYS2Y4,25,BW73Y2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,N,S000,E0,-,2.27,4.5
2505EFE003/003,PK00002,AAAVENTURESLIMITED,PK00002,AAAVENTURESLIMITED,BD00046,M/SZNNATHENTERPRISE,PL04121,ASTM,A792MSSGR550,0,0.47,1219.0,AZM150,AC,H2,CSC,1008C,SAE1008,2.01,1229.0,0.428,SL3664Y1,SL3664,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C847,P7,-,3.0,4.5
2505EFE003/004,PK00002,AAAVENTURESLIMITED,PK00002,AAAVENTURESLIMITED,BD00046,M/SZNNATHENTERPRISE,PL04121,ASTM,A792MSSGR550,0,0.47,1219.0,AZM150,AC,H2,CSC,1008C,SAE1008,2.01,1229.0,0.428,SL4074Y1,SL4074,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C847,P7,-,3.0,4.5
2505EFE003/005,PK00002,AAAVENTURESLIMITED,PK00002,AAAVENTURESLIMITED,BD00046,M/SZNNATHENTERPRISE,PL04121,ASTM,A792MSSGR550,0,0.47,1219.0,AZM150,AC,H2,CSC,1008C,SAE1008,2.01,1229.0,0.428,SL7084Y1,SL7084,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C847,P7,-,3.0,4.5
2503DFD040/001,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06479,ASTM,A792MCQ,0,0.52,914.0,AZM150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.483,SW2664Y1,SW2664,25,BW73Y2,12.5,CIA008,戶外壁板,OL006,無選配,508,R,C107,D2,-,3.0,4.0
2503DFD052/001,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SC3062Y6,SC3062,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2505DFD019/001,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,PL05609,CNS,CGLC570-10,0,0.2,1230.0,AZ50,BC,H2,CSC,SAE1008,SAE1008,2.0,1245.0,0.2,1W0862L4,1W0862,NOM,BW7362,NOM,COR007,壁板背板,ON015,無選配,508,P,C817,D2,-,3.0,5.0
2503EFE065/003,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.01,1051.0,0.339,SBH784Y1,SBH784,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2504EFE014/004,US00153,CUNNINGHAM,US00401,"JFESHOJIAMERICA,LLC.",US00153,CUNNINGHAM,PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1102.0,0.428,SBT6Z4Y1,SBT6Z4,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.95,4.53
2504EFE014/005,US00153,CUNNINGHAM,US00401,"JFESHOJIAMERICA,LLC.",US00153,CUNNINGHAM,PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1102.0,0.428,SBT664Y1,SBT664,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.95,4.53
2504EFE014/006,US00153,CUNNINGHAM,US00401,"JFESHOJIAMERICA,LLC.",US00153,CUNNINGHAM,PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1102.0,0.428,SRS674Y1,SRS674,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.95,4.53
2504EFE014/001,US00153,CUNNINGHAM,US00401,"JFESHOJIAMERICA,LLC.",US00153,CUNNINGHAM,PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1102.0,0.428,SBT6Y4Y1,SBT6Y4,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.95,4.53
2504EFE014/002,US00153,CUNNINGHAM,US00401,"JFESHOJIAMERICA,LLC.",US00153,CUNNINGHAM,PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1102.0,0.428,SCS2V2Y2,SCS2V2,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.95,4.53
2504EFE014/003,US00153,CUNNINGHAM,US00401,"JFESHOJIAMERICA,LLC.",US00153,CUNNINGHAM,PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CSC,SAE1008,SAE1008,2.0,1102.0,0.428,SCG464Y1,SCG464,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.95,4.53
2504DCD008/002,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1C4601Y2,1C4601,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2505DLD001/001,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TWS0112,和桑貿易股份有限公司,TP00011,SYSCO,CALC-20,0,0.5,914.0,-,BC,S1,CSA,SALC,SALC,0.5,914.0,0.5,NBW67SY2,NBW67S,NOM,BY60T2,NOM,CIR027,印刷室內天花板,ON008,印刷戶外壁板,508,S,S000,D2,-,1.5,3.0
2509DFD061/004,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00052,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1G3804Z2,1G3804,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2505DFD085/006,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL05962,CNS,CGLC400-10,0,0.476,911.0,AZ70,BC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.481,LC4764M1,LC4764,25,BW7362,NOM,CIA007,室內隔間,OL001,無選配,508,P,C008,S4,-,3.5,4.0
2509DFD057/001,TWS0114,圓頂有限公司,TWS0114,圓頂有限公司,TWS0114,圓頂有限公司,PL06005,CNS,CGLC400-32,0,0.55,914.0,AZ170,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.507,FW38Y4Y1,FW38Y4,35,3W7204,25,CIA008,戶外壁板,ON006,戶外壁板,508,N,C059,D2,-,3.0,5.0
2504DFD067/001,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,2Y7304Z1,2Y7304,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2506EFE006/003,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04311,ASTM,A792SSGR80,0,0.381,1029.0,AZ50,AC,H2,JSTC,1008MOD,SAE1008,2.01,1051.0,0.339,SCG3Y4Y1,SCG3Y4,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2506EFE030/002,US00550,"PAYETTESTEELBUILDINGCOMPONENTS,LLC",US00283,PACIFICSTEELSALESCORPORATION,US00550,"PAYETTESTEELBUILDINGCOMPONENTS,LLC",PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.428,SBH784Y9,SBH784,25,BW38Y4,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,P7,-,3.0,4.5
2506EFE030/003,US00550,"PAYETTESTEELBUILDINGCOMPONENTS,LLC",US00283,PACIFICSTEELSALESCORPORATION,US00550,"PAYETTESTEELBUILDINGCOMPONENTS,LLC",PL04331,ASTM,A792SSGR80,0,0.47,1092.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.428,SBW774Y1,SBW774,25,BW38Y4,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,P7,-,3.0,4.5
2504DFD061/002,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,TWM0028,旭台浪板股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SW3362Y6,SW3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2503EFE059/001,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03889,ASTM,A792SSGR80,0,0.381,1038.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.01,1051.0,0.339,SCS494Y1,SCS494,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2509EFD004/001,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,BD00055,AASTEELLTD.,PL06504,SYSCO,CGL570-20,0,0.5,1250.0,AZ200,AC,H2,CH,SAE1008,SAE1008,2.5,1280.0,0.444,SL63Y4Y1,SL63Y4,25,BW73Y2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,C071,E0,-,3.0,5.0
2510EOE003/001,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL06338,ASTM,A792SSGR33,0,0.508,406.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1246.0,0.471,SYT9P4Y7,SYT9P4,25,SBH784,25,COG007,超保固屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,W5,-,1.0,4.5
2509DFD060/003,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05147,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.377,RBF5P2Y2,RBF5P2,25,BW73N2,NOM,CIA008,戶外壁板,ON006,戶外壁板,508,S,C844,D2,-,4.0,4.9
2509DFD060/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05147,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.377,1V2561P1,1V2561,NOM,BW7362,NOM,CIA008,戶外壁板,ON006,無選配,508,N,C811,D2,-,4.0,4.9
2509DFD055/001,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PL05769,CNS,CGLC400-20,0,0.45,960.0,AZ150,BC,S1,CSC,SAE1012,SAE1012,2.52,970.0,0.455,5W3864Y1,5W3864,NOM,BY60T2,NOM,COA010,輕捲門,ON009,無選配,508,P,C845,D7,-,2.5,2.8
2503DFD055/001,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,PL05139,CNS,CGLCC-20,0,0.326,914.0,AZ150,BC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.329,RYB172Y6,RYB172,25,BW73N2,NOM,CIA008,戶外壁板,ON006,無選配,508,S,C844,D2,-,3.0,5.0
2503DFD058/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05147,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.377,RBF5P2Y2,RBF5P2,25,BW73N2,NOM,CIA008,戶外壁板,ON006,無選配,508,S,C844,D2,-,3.0,5.0
2507EFE043/002,LK00011,ELCARDOTRADING(PVT)LTD,JP00004,台灣住友商事股份有限公司,LK00011,ELCARDOTRADING(PVT)LTD,PL06454,ASTM,A792MSSGR275,0,0.47,914.0,AZM150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.432,RBB562Y1,RBB562,25,BW70Z2,NOM,COA010,輕捲門,OR001,無選配,508,S,C852,E0,-,2.5,5.0
2503EFE065/004,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.01,1051.0,0.339,SWH684Y1,SWH684,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE065/005,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.01,1051.0,0.339,SBH864M4,SBH864,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2504EFE031/001,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SGT7Q4Y1,SGT7Q4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503DFD073/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00047,SYSCO,CSUS304-20,0,0.36,914.0,-,BC,S1,YU,SUS304,SUS304,0.36,914.0,0.36,RYF892Z1,RYF892,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,S,C989,A3,-,4.0,4.9
2503DFD073/003,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00047,SYSCO,CSUS304-20,0,0.36,914.0,-,BC,S1,YU,SUS304,SUS304,0.36,914.0,0.36,1G3804Z2,1G3804,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,4.0,4.9
2503DFD073/004,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PS00047,SYSCO,CSUS304-20,0,0.36,914.0,-,BC,S1,YU,SUS304,SUS304,0.36,914.0,0.36,1W0802Y6,1W0802,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,4.0,4.9
2504EFE031/002,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03852,ASTM,A792SSGR33,0,0.381,914.0,AZ50,AC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.342,SBH874Y1,SBH874,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2504EFE031/025,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04148,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,CSC,1008C,SAE1008,2.01,1229.0,0.471,FB2362Y2,FB2362,25,BW73Z2,NOM,COA001,屋頂,-,無選配,508,P,S000,E0,-,3.0,4.5
2505EOE001/001,AU00017,RONDO,AU00071,MACSTEELINTERNATIONALAUSTRALIAPTYLTD,AU00017,RONDO,PG04292,ASTM,A653MCQ,0,0.5,56.0,Z120,BC,S1,CSC,SAE1008,SAE1008,2.0,1020.0,0.505,LWB4A2W1,LWB4A2,25,BBF4K2,NOM,CIR001,輕鋼架押條,OL004,T-BAR,508,N,S000,W5,-,1.0,2.5
